"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NAA35",4.88310012043715e-167,0.739422734859279,0.343,0.028,1.8665161900359e-162
"CTSH",5.09043116458843e-167,0.329493139676059,0.472,0.085,1.94576640835228e-162
"SH2D3A",5.12701700533522e-167,0.791112272253082,0.374,0.042,1.95975098011933e-162
"BNIP3L",5.40101612489367e-167,0.551951049310969,0.374,0.041,2.06448440357936e-162
"HYOU1",5.6490290922946e-167,0.250238882051838,0.385,0.045,2.15928488023869e-162
"KIAA1522",6.1089277945583e-167,0.40635020224783,0.389,0.047,2.33507656019197e-162
"MECP2",6.84846960335075e-167,0.424545564374319,0.431,0.066,2.61775902118479e-162
"PPP4C",7.1082354158356e-167,0.0976850753150296,0.578,0.133,2.717051905349e-162
"TLE3",7.23376696572779e-167,0.803145808715868,0.337,0.026,2.76503508497979e-162
"VCPIP1",7.24616949928208e-167,0.719385491163874,0.351,0.032,2.76977582940558e-162
"TJP3",7.57199642380659e-167,0.283542094215623,0.394,0.05,2.89431991303583e-162
"ADAP1",8.33691457930612e-167,0.0293166617603614,0.504,0.099,3.18670222879397e-162
"IL13RA1",8.37780729952433e-167,0.65094475302307,0.424,0.063,3.20233306217018e-162
"RCN1",8.7174724425514e-167,0.484965582346173,0.439,0.07,3.33216666644085e-162
"RNPEP",9.02707881690524e-167,0.124793317231432,0.434,0.067,3.45051060697386e-162
"NUP58",9.76391869862575e-167,0.375840576392471,0.392,0.049,3.73216028336271e-162
"GTF3C5",9.84609044714466e-167,0.835371296503743,0.339,0.027,3.76356961251658e-162
"VDR",9.86782335282528e-167,0.762565888853261,0.385,0.046,3.77187679838394e-162
"DDX46",9.97746883177696e-167,0.248955211035776,0.593,0.144,3.81378768625842e-162
"PPIL4",1.04990281954531e-166,0.237685179796023,0.373,0.04,4.01314853743e-162
"ILVBL",1.0591599027815e-166,0.409448417036241,0.369,0.039,4.04853281239201e-162
"NFIC",1.12905871536462e-166,0.352279474914101,0.383,0.044,4.31571403360971e-162
"PRPF6",1.13864754584299e-166,0.202836686397261,0.537,0.113,4.35236637923023e-162
"PANK2",1.21833265689157e-166,0.589046100681359,0.338,0.026,4.65695474770234e-162
"RPS6KA1",1.47715821606369e-166,0.514729809013235,0.396,0.051,5.64628956508186e-162
"MTFR1",1.67583640552532e-166,0.409674558145376,0.359,0.035,6.40571707647997e-162
"UNC93B1",1.68169328549861e-166,0.155897027409266,0.409,0.056,6.42810441448988e-162
"MAPK1",1.77437477986837e-166,0.172104201033222,0.398,0.051,6.78237015856885e-162
"ILKAP",1.796255287877e-166,0.0579260922824303,0.384,0.045,6.86600621238103e-162
"USH1C",1.8527309187375e-166,0.24103634614495,0.463,0.08,7.08187866378224e-162
"TNKS1BP1",1.9603981282941e-166,0.9293296046471,0.349,0.031,7.49342580559136e-162
"RAB40B",2.01770825727504e-166,0.549886785696357,0.382,0.044,7.7124880426081e-162
"RBM7",2.16759153269261e-166,0.487544130018274,0.366,0.038,8.28540187456424e-162
"FXR1",2.17065263917704e-166,0.150236432846512,0.515,0.104,8.29710264799032e-162
"WDFY1",2.17356198526285e-166,0.740115079912618,0.352,0.032,8.30822333246871e-162
"HSPA1A",2.26028574081537e-166,1.55551795135313,0.695,0.296,8.63971621569268e-162
"RCOR1",2.28150628935862e-166,0.620278724055994,0.347,0.03,8.72082964044438e-162
"TBK1",2.46104659107522e-166,0.681550243882406,0.33,0.023,9.40710448972591e-162
"SLC35D2",2.7126304685921e-166,0.141172945376544,0.385,0.046,1.03687587031464e-161
"STIM2",2.72310490664136e-166,0.817348145473599,0.349,0.032,1.04087961951459e-161
"WBP11",3.14807131565029e-166,0.294673620668401,0.443,0.072,1.20331877969417e-161
"TIMM10B",3.15799938458334e-166,0.493075594977731,0.398,0.051,1.20711368476313e-161
"PPP1CC",3.34966017250523e-166,0.162745096624915,0.516,0.104,1.2803741043384e-161
"YES1",3.45467557522322e-166,0.34101601696365,0.435,0.068,1.32051519187332e-161
"USP36",3.5073212533213e-166,0.693723592062649,0.371,0.041,1.34063847586954e-161
"ABLIM1",3.73935127849311e-166,0.312548645529671,0.489,0.093,1.42932963269121e-161
"UBXN4",3.90772042190121e-166,0.546432493024742,0.656,0.183,1.49368705406752e-161
"FAM89B",4.06073295744733e-166,0.536587506032034,0.402,0.053,1.55217456565467e-161
"POLR1C",4.42713516078638e-166,0.459989975833947,0.36,0.035,1.69222814385899e-161
"PLEKHJ1",4.62145392747583e-166,0.162705473656601,0.543,0.118,1.76650454923836e-161
"TMEM168",4.91535075308182e-166,0.933460676399977,0.326,0.022,1.878843671858e-161
"APOL6",5.10209773523746e-166,0.809552975827239,0.366,0.039,1.95022583831716e-161
"UBTF",5.26713450015221e-166,0.0459309541048765,0.428,0.065,2.01330949133818e-161
"CDC42EP1",5.78287426738638e-166,0.222221807347706,0.43,0.066,2.21044585996577e-161
"TMEM43",5.85563611209864e-166,1.11828163789824,0.335,0.025,2.23825834748858e-161
"MAPKAP1",7.02453981918212e-166,0.141134474822918,0.427,0.064,2.68506010048417e-161
"SEPT9",7.70554730297543e-166,0.460724974269184,0.381,0.044,2.94536840108933e-161
"TSSC4",8.7587737299365e-166,0.0603516756658149,0.42,0.061,3.34795367053093e-161
"ZHX1",9.04844816548742e-166,0.367349674322148,0.357,0.034,3.45867882677591e-161
"CAPRIN1",9.29972722395999e-166,0.0958743496566463,0.522,0.108,3.55472773408647e-161
"CDC73",9.65510277349149e-166,0.381946332347521,0.38,0.044,3.69056648413939e-161
"NCOA2",1.05412007555992e-165,0.857276302744978,0.337,0.026,4.02926857682022e-161
"PTDSS1",1.13883298177211e-165,0.620785823559399,0.328,0.023,4.35307518952573e-161
"ZBTB44",1.15750394540529e-165,0.257273677704491,0.367,0.038,4.42444308091717e-161
"SDCBP",1.25080885648782e-165,0.198752760782381,0.623,0.159,4.78109177303905e-161
"PTCD3",1.25097766491637e-165,0.53780162981307,0.388,0.048,4.78173702637634e-161
"OXSR1",1.36883434245274e-165,0.578050818867163,0.355,0.034,5.23223239059135e-161
"ECHDC2",1.41803369193819e-165,0.454090260444648,0.375,0.042,5.42029198406455e-161
"ARRDC1",1.46454079591513e-165,0.0492134967295071,0.52,0.107,5.59806073830601e-161
"FAM84A",1.56429577390846e-165,1.25523378021577,0.377,0.043,5.97936416618771e-161
"CASP6",1.59797596008878e-165,0.503565417835642,0.428,0.066,6.10810330984335e-161
"TLE1",1.61103047262235e-165,0.596475719924245,0.395,0.051,6.15800287855168e-161
"RRAGA",1.64320986126635e-165,0.194615462575373,0.378,0.043,6.28100537370448e-161
"MRPL18",1.85774636967827e-165,0.356563641597982,0.511,0.105,7.10104972345821e-161
"PAN3",1.99292355644325e-165,1.05035042372576,0.336,0.027,7.61775100214867e-161
"RXRA",2.04185307935179e-165,0.393882531999434,0.35,0.032,7.80477921051427e-161
"FBXW2",2.06099350478271e-165,0.605571826753135,0.351,0.032,7.87794157268143e-161
"RAPGEF5",2.16885834466131e-165,0.786316640889421,0.35,0.032,8.2902441366334e-161
"RNF24",2.26075456234473e-165,0.867301428804075,0.314,0.017,8.64150823910651e-161
"SNHG7",2.3977159492512e-165,0.284172536576259,0.574,0.136,9.16502944441778e-161
"LACTB2",2.51628832485501e-165,0.432361122599996,0.421,0.062,9.61826049292581e-161
"MARCKS",2.55435622673268e-165,0.810062124944942,0.62,0.172,9.76377124106301e-161
"SELENOF",2.56114459095574e-165,0.317374095869783,0.519,0.11,9.7897190844692e-161
"DDX3Y",2.7537517753317e-165,1.01484332344726,0.354,0.034,1.05259407860279e-160
"GNG12",2.81889396140212e-165,0.0621423534925852,0.459,0.078,1.07749402780635e-160
"ITPRIPL2",2.85113810104055e-165,0.681619074702676,0.379,0.044,1.08981902774174e-160
"TCF20",2.96765095329677e-165,1.21310060341999,0.347,0.031,1.13435490038816e-160
"MRPL32",3.12645040867412e-165,0.349352157358387,0.47,0.084,1.1950544042116e-160
"RPRD1B",3.24996731226604e-165,0.534632885271036,0.328,0.023,1.24226750544057e-160
"RNF220",3.39315511348761e-165,0.526130736026478,0.362,0.037,1.2969996105795e-160
"DDX10",3.47701742434709e-165,0.62546912432566,0.371,0.041,1.32905514028243e-160
"EMD",3.84836910076279e-165,0.270155648391967,0.417,0.06,1.47100060507557e-160
"IHH",3.88189701466602e-165,1.25217016557532,0.317,0.019,1.48381631488594e-160
"GADD45G",4.15826668732412e-165,0.572042433926099,0.429,0.067,1.58945585856277e-160
"GTF2A2",4.39502511331102e-165,0.0398262271974994,0.497,0.096,1.679954399312e-160
"F2RL1",5.07658084616569e-165,1.19560383639034,0.307,0.015,1.94047226263837e-160
"OTUD5",5.14991850978989e-165,0.568951352188467,0.348,0.032,1.96850485118209e-160
"GALNT2",5.38147502385627e-165,1.22131163562152,0.32,0.02,2.05701501311882e-160
"NOP58",5.7658852184053e-165,0.336275696846022,0.57,0.134,2.20395196588324e-160
"NDUFS2",6.53971769551343e-165,0.155374609617975,0.516,0.105,2.49974169193305e-160
"UBE2F",6.65911620758396e-165,0.282130244767638,0.4,0.053,2.54538057918689e-160
"DYNC1LI1",6.74097643623205e-165,0.174653739301729,0.365,0.038,2.57667083298534e-160
"MRPS30",6.81613348013672e-165,0.245061274726895,0.411,0.057,2.60539886144746e-160
"MED28",7.00764491987234e-165,0.252795202293271,0.419,0.061,2.678602194172e-160
"SFT2D1",7.08007836047115e-165,0.134014557779167,0.428,0.065,2.70628915250649e-160
"CLDN1",7.60383731367819e-165,0.467251167234098,0.369,0.04,2.90649077478035e-160
"NKIRAS2",7.95082120427543e-165,0.430280272318259,0.35,0.032,3.03912189712224e-160
"VASP",8.71033151415357e-165,0.305051696288634,0.584,0.141,3.32943711797006e-160
"ADSS",9.02218365624259e-165,-0.102287169273405,0.477,0.086,3.44863948076217e-160
"PKP4",9.11442517941348e-165,0.292111045455802,0.374,0.042,3.48389788057901e-160
"FAM213A",1.0522182104154e-164,0.795236026489534,0.353,0.034,4.02199888749181e-160
"GALE",1.22256997445588e-164,0.257633879294509,0.579,0.138,4.67315147036014e-160
"GFPT1",1.25923888377946e-164,0.145039246424955,0.587,0.141,4.81331470935859e-160
"CASP10",1.34757018531945e-164,0.911218625539723,0.324,0.022,5.15095227636507e-160
"CDIPT",1.35446369806968e-164,0.367766024821944,0.37,0.041,5.17730203950154e-160
"ELOA",1.45921042877986e-164,0.32562245372311,0.371,0.041,5.57768594296812e-160
"MTAP",1.6237762311615e-164,0.265658005220635,0.415,0.059,6.20672226599173e-160
"FRMD4B",1.64634887146394e-164,1.54234473539411,0.319,0.02,6.29300392628375e-160
"TNKS2",1.68081801678298e-164,0.711877607576774,0.347,0.032,6.42475878735125e-160
"MGAT5",1.70396560674286e-164,0.334945074696862,0.44,0.072,6.51323813521391e-160
"IK",1.91453870547441e-164,0.0135286179547852,0.521,0.108,7.31813274780538e-160
"TPRN",1.96176807008468e-164,0.298148928740186,0.421,0.063,7.49866227109169e-160
"WASL",2.0221439824796e-164,0.193431362872512,0.492,0.095,7.72944315863002e-160
"RGL2",2.10539485997632e-164,0.712314232471126,0.342,0.03,8.0476613127735e-160
"PLEKHM1",2.14462026910693e-164,1.02637893461995,0.369,0.041,8.19759651663433e-160
"DAG1",2.23737003405798e-164,0.932653884721785,0.325,0.023,8.55212321818324e-160
"COA1",2.45139448053499e-164,0.164989511012692,0.397,0.052,9.37021026239695e-160
"BAG1",2.50268937407565e-164,0.291875434522534,0.613,0.156,9.56627986346676e-160
"UTP23",2.59948809154882e-164,0.294792926502007,0.413,0.059,9.93628328113621e-160
"NR2F6",2.63164871321032e-164,0.0461472910906557,0.516,0.106,1.00592140413751e-159
"SHOC2",2.71686845910705e-164,0.468910628476495,0.382,0.046,1.03849579980908e-159
"GPA33",2.75494156323473e-164,0.389113725521877,0.434,0.069,1.05304886313084e-159
"UBN1",2.89524421749772e-164,0.492775211983271,0.386,0.048,1.10667814969633e-159
"PARP4",3.17600720101904e-164,0.245717614222151,0.469,0.085,1.21399699251752e-159
"SPSB3",3.29840270793716e-164,0.386482400683227,0.411,0.059,1.2607814510819e-159
"PEA15",3.53890715554117e-164,0.303228473128621,0.352,0.034,1.35271187113406e-159
"CIRBP",3.56403667268958e-164,0.209320236495558,0.611,0.154,1.36231737776887e-159
"HSPA4",3.64130993213359e-164,0.0559201425163746,0.474,0.086,1.39185430845874e-159
"SMAD2",3.67363318014061e-164,0.91725690750192,0.341,0.029,1.40420954677695e-159
"TRIM25",3.75520751110348e-164,1.23325472101949,0.337,0.027,1.4353905190442e-159
"CD55",3.83769382890917e-164,0.835662583461593,0.558,0.137,1.46692008916224e-159
"TMEM123",4.02255057987231e-164,0.28781396713144,0.62,0.164,1.53757973365039e-159
"USP33",4.22912160308091e-164,0.941777921714669,0.346,0.031,1.61653944156165e-159
"SPPL2B",5.18235200318112e-164,0.433566129238619,0.408,0.058,1.98090222969595e-159
"PPM1B",5.55639977071083e-164,0.709716742849385,0.354,0.034,2.12387824835651e-159
"CEP95",6.15707247367572e-164,0.670895534616185,0.352,0.034,2.35347938233781e-159
"SLC11A2",6.20915909101707e-164,0.73656783151453,0.331,0.025,2.37338897095036e-159
"ACO2",6.41522836275169e-164,0.18465461413393,0.417,0.061,2.45215688937821e-159
"SELENOK",7.5181101887941e-164,0.313448652374675,0.59,0.145,2.87372243856466e-159
"RAB3GAP2",7.69401674865878e-164,0.728055789341756,0.324,0.023,2.94096096200733e-159
"ARL4C",8.08911335102338e-164,0.984148449728632,0.414,0.062,3.09198268729518e-159
"ARHGEF16",9.01980398785074e-164,0.653143238020782,0.374,0.043,3.44772987631607e-159
"C1orf35",9.20869816217495e-164,0.26409681608734,0.42,0.063,3.51993278550975e-159
"ARHGEF1",9.80844839174148e-164,0.541464107190606,0.386,0.049,3.74918131325926e-159
"RNF19B",1.00985153515213e-163,0.805329834674125,0.333,0.026,3.86005650796551e-159
"TMEM125",1.05424028829118e-163,0.269044605086056,0.354,0.034,4.0297280779642e-159
"CDC42SE1",1.17063579613787e-163,0.210461511970492,0.426,0.066,4.47463826715739e-159
"MAN1B1",1.19142116666076e-163,0.642095955469816,0.348,0.032,4.55408826744408e-159
"DNAJA2",1.22204116461766e-163,0.105202950217213,0.514,0.105,4.67113014763455e-159
"CRIPT",1.39768466415184e-163,0.0940596659303525,0.409,0.057,5.34250986025399e-159
"PHACTR2",1.42093417234101e-163,0.728531662655271,0.365,0.039,5.43137878035626e-159
"PUM2",1.4419062851424e-163,0.373866760359158,0.405,0.056,5.51154258432831e-159
"AC016831.1",1.62283454784937e-163,1.65942802976333,0.318,0.021,6.20312277569943e-159
"FOXA3",1.90582623744416e-163,0.529804959280083,0.373,0.042,7.28483021000657e-159
"MVP",1.96891658764952e-163,0.168242969107966,0.566,0.132,7.52598676463151e-159
"WASHC5",2.102640574233e-163,0.704941834253687,0.335,0.027,8.0371333309482e-159
"R3HDM4",2.28071386435285e-163,0.279043455744589,0.405,0.056,8.71780067510235e-159
"PITPNB",2.48577269785734e-163,0.0996232317142441,0.466,0.083,9.50161756028989e-159
"LSM14A",2.79326104709815e-163,-0.0350164901379733,0.45,0.075,1.0676961026428e-158
"NFX1",2.95885864613652e-163,0.654588165404644,0.36,0.038,1.13099412889922e-158
"CSNK2A2",3.23111619717238e-163,0.196357812380138,0.415,0.06,1.23506185520717e-158
"MLX",3.36215218671545e-163,0.289765081960035,0.419,0.063,1.28514905185011e-158
"NSUN5",3.43773774352046e-163,0.366138022142511,0.4,0.054,1.31404087508326e-158
"NMD3",3.53616882198345e-163,0.40585092728782,0.367,0.04,1.35166517051495e-158
"TWISTNB",3.72105467658973e-163,0.146759085623119,0.417,0.061,1.42233593957966e-158
"MBD6",3.88122643066959e-163,0.747754822739852,0.334,0.027,1.48355999085915e-158
"PTK6",3.88875094252619e-163,0.72484305322673,0.396,0.054,1.48643616027121e-158
"FUBP1",3.92522828876114e-163,0.178428452789722,0.438,0.071,1.50037926109606e-158
"SRSF7",4.13875183941603e-163,0.740334710362832,0.734,0.234,1.58199650309838e-158
"AIG1",4.19361540410493e-163,0.746029507506369,0.359,0.037,1.60296755206507e-158
"SCAF4",4.52490151945409e-163,1.92630494490372,0.308,0.017,1.72959835679613e-158
"WRNIP1",4.9944627658008e-163,0.375938895585255,0.363,0.038,1.9090834475997e-158
"RIOK1",5.08633231900925e-163,0.195178540998977,0.378,0.044,1.94419966561809e-158
"MXI1",5.17082908759321e-163,0.384548058977725,0.392,0.051,1.97649771044163e-158
"RAB11FIP4",5.25316565514307e-163,0.632296054166214,0.323,0.022,2.00797004002189e-158
"AC118549.1",5.51679789926422e-163,0.80467664496755,0.323,0.022,2.10874082901475e-158
"HYAL2",5.84391757392603e-163,0.600522800098617,0.323,0.022,2.23377905345749e-158
"IL2RG",6.01430806946673e-163,0.885415211596028,0.359,0.037,2.29890911647296e-158
"PPARA",6.04870326753859e-163,0.722420597669813,0.371,0.043,2.31205633698395e-158
"GRSF1",6.30817417670821e-163,0.105648606605657,0.461,0.081,2.41123649730494e-158
"SREBF2",6.91611353217261e-163,0.415401537478032,0.362,0.038,2.64361523653766e-158
"ZNF830",6.9843133504102e-163,0.949632852213485,0.348,0.033,2.66968393506079e-158
"SEPHS2",7.00968512228791e-163,-0.0169606279908481,0.468,0.084,2.67938204114333e-158
"SNAP23",7.81001204314758e-163,0.750981281643267,0.365,0.04,2.98529900337273e-158
"CYBC1",7.96694808120998e-163,0.312084508433156,0.368,0.041,3.0452862345617e-158
"TPCN1",8.70843647490543e-163,1.47761835306063,0.32,0.022,3.32871275816785e-158
"DTX2",8.92536492851282e-163,0.725544865967314,0.376,0.045,3.41163149027474e-158
"TNFRSF10B",8.96314714206831e-163,0.866968979207316,0.319,0.021,3.42607336358419e-158
"EMP2",9.26297680713503e-163,0.170422114623082,0.556,0.129,3.5406802547593e-158
"EIF2B5",9.45660472277942e-163,0.634852572909348,0.37,0.042,3.6146925892352e-158
"RASA2",9.54054505573436e-163,0.614274992404111,0.374,0.044,3.6467779421039e-158
"CASC4",9.8592703136778e-163,0.214840933162246,0.38,0.046,3.7686074847002e-158
"JUND",1.06334503567661e-162,1.01015069208098,0.9,0.49,4.06453006437026e-158
"RP9",1.07229643905019e-162,0.268463399148156,0.368,0.041,4.09874590862543e-158
"SCAMP1",1.07970386787569e-162,1.26293208263942,0.311,0.018,4.12706006456803e-158
"PPT1",1.18941814484567e-162,0.376121128440589,0.338,0.028,4.5464319168581e-158
"TMED7",1.23990067135574e-162,0.169315255286316,0.362,0.038,4.73939632619018e-158
"IDS",1.2543965723467e-162,0.584786163870266,0.471,0.089,4.79480545813805e-158
"KLHDC2",1.30701637519034e-162,0.0631449731019291,0.394,0.051,4.99593939252757e-158
"PITHD1",1.30883637783485e-162,-0.0735136779751016,0.431,0.067,5.00289617063593e-158
"EVI5",1.41175520785612e-162,0.504426866256224,0.352,0.034,5.39629310650923e-158
"TSPAN3",1.41664933346018e-162,0.485518461419635,0.552,0.131,5.41500041221818e-158
"LEMD3",1.48038010891705e-162,1.08572162246307,0.321,0.022,5.65860492832454e-158
"RNF5",1.54428701291837e-162,0.0934239781485187,0.412,0.059,5.90288267817919e-158
"LENG8",1.69789909455332e-162,0.91623084555993,0.396,0.055,6.49004949902061e-158
"HERC2",1.81879322509751e-162,0.528085428538534,0.417,0.063,6.95215522361274e-158
"CERS2",1.88905444575239e-162,0.19173767203615,0.367,0.041,7.22072171344395e-158
"PAG1",1.921354850371e-162,1.38969813953765,0.318,0.021,7.34418678005813e-158
"RABL6",1.96547814887476e-162,0.301536238700177,0.639,0.172,7.5128436762589e-158
"SMCHD1",1.97064906499884e-162,0.719106097281919,0.426,0.068,7.53260898605155e-158
"AC005261.1",1.99814682675753e-162,1.14629453418676,0.312,0.019,7.637716430598e-158
"OTULIN",2.02884535774236e-162,0.445666974471464,0.404,0.057,7.7550584954344e-158
"CASZ1",2.09891189498375e-162,0.998077912853244,0.332,0.027,8.02288082738588e-158
"DCTN2",2.12205744750012e-162,0.233567062807127,0.463,0.083,8.11135238732446e-158
"AMOTL2",2.23959625013144e-162,1.22364980500996,0.298,0.013,8.5606327065024e-158
"SF3B3",2.25343598177426e-162,0.339049467421289,0.381,0.046,8.61353369673392e-158
"LSM12",2.62724993199739e-162,0.0871010384582067,0.508,0.104,1.00424001400668e-157
"RAB3GAP1",2.65383902819914e-162,0.733932740587219,0.352,0.035,1.01440343013884e-157
"TANC1",2.80360563157695e-162,0.965417522071532,0.334,0.028,1.07165021661397e-157
"TULP4",2.82111027313709e-162,0.8862900214434,0.357,0.038,1.07834119080392e-157
"NAA50",3.031544993539e-162,-0.107019538841191,0.486,0.092,1.15877775833035e-157
"RNF44",3.03835259240556e-162,0.794665420225248,0.343,0.031,1.1613798949211e-157
"CCZ1",3.14494671950882e-162,0.728279557224521,0.329,0.025,1.20212443406505e-157
"EVPL",3.41804741468261e-162,0.94525424659058,0.346,0.033,1.30651444378828e-157
